ProductID,Product Name,Description,List Price,Sale Price,Brand,Category,Dept,Sub-Category,SKU
42,"Radiance NY Bust Enlargement with Patented Adifyline to Add Volume to Buttox, Back of Hands, and Cheeks"," Larger, Firmer, Sexier Bust &amp; Buttox. Naturally, Safely. Effectively enlarges fatty tissue volume, increasing breast or buttocks size! Volumize, Lift, Sculpture. Intense firm &amp; tone, acts as a protection shield against oxidative stress and stimulates the formation of collagen. Contains blend of a Anti-aging, skin restorative &amp; rejuvenating active ingredients : Nutmeg, Macadamia Oil, Algae Extracts, Collagen &amp; cutting edge latest Peptides. Increase breast volume and improves feminine curves, acting naturally and safely on cells which retain corporal fat, leading to a superior breast and buttox development. | Larger, Firmer, Sexier Bust &amp; Buttox. Naturally, Safely. Effectively enlarges fatty tissue volume, increasing breast or buttocks size! Volumize, Lift, Sculpture. Intense firm &amp; tone, acts as a protection shield against oxidative stress and stimulates the formation of collagen. Contains blend of a Anti-aging, skin restorative &amp; rejuvenating active ingredients : Nutmeg, Macadamia Oil, Algae Extracts, Collagen &amp; cutting edge latest Peptides. ",112.99,112.99,Radiance NY,Skin Care,Beauty,Face Moisturizers,5598
43,"Body Essence Nourishing Body Cleansing Oil, 18 fl oz","Body Essence Nourishing Body Cleansing Oil is enriched with argan oil to gently condition while leaving vital skin lipids intact. It includes moisturizing protein to replenish and nourish to keep skin smooth, soft and glowing. The Body Essence cleansing oil is ideal to use on dry, sensitive skin. It leaves skin feeling smooth and instantly moisturized. You can use it on a wash cloth while showering or add it to running water in a bath.|Body Essence Nourishing Body Cleansing Oil: Gently cleanses and soothes dry sensitive skin Skin feels instantly moisturized No animal testing Gently conditions while leaving vital skin lipids intact Moisturizing protein replenishes and nourishes Comes in convenient pump bottle for easy dispensing Ideal to use in the bath or shower Bottle contains 18 fl oz of argan cleansing oil ",4.37,4.37,Body Essence,Bath & Body,Personal Care,Body Wash & Shower Gel,1942
44,"Tops Filler Paper, 8-1/2 x 5-1/2, College Rule, White, 100 Sheets (TOP62304)","Filler Paper Three-hole punched for use in standard three-ring binders. Red margin rule. Size: 8 1/2 x 5 1/2; Paper Color(s): White; Paper Weight: 20 lb.|Tops Filler Paper, 8-1/2 x 5-1/2, College Rule, White, 100 Sheets (TOP62304)",23.96,23.96,TOPS,Paper,Office,All Paper & Printable Media,5051
45,"LA Girl Eyeliner Pencil, Black, 0.04 Oz","Eyeliner Pencil - Black|LA Girl Eyeliner Pencil, Black, 0.04 Oz",4.94,4.94,L.A. Girls,Makeup,Beauty,Eyes,3773
46,Holiday Time 8 Ct Craft Hoho Tags,|Holiday Time 8 Ct Craft Hoho Tags,,,Holiday Time,Party Supplies,Party & Occasions,Gift Wrap & Supplies,3300
47,"eos Essential Hand Lotion, Delicate Petals, 24 hours of deep moisture, 1.5 fl.oz","eos Evolution of Smooth Hand Lotion Delicate Petals goes on like sheer silk, while still providing your skin with all the moisture it needs. Absorbs quickly, leaving barely a trace on skin - while providing 24 hours of long-lasting moisture. Enriched with natural shea butter, avocado oil and vitamin E and with elegant, a light refreshing scent, your skin will be visibly softer and look and smell great. Delight your body. Delight your senses. A moisturizing body lotion with a light, refreshing scent that applies richly, feels light and provides visibly softer skin. Delightfully engaging packaging 24 hour moisture Fast Absorbing &amp; non greasy Dermatologist-tested Paraben-free About Eos Evolution of Smooth eos knows how you feel. You want a lip balm that feels great and the packaging makes you smile, shaving cream that leaves your legs smooth and moisturized, and natural body lotion that makes| 24 hour moisture Fast-absorbing &amp; non-greasy Antioxidants &amp; hydrating aloe Cocoa butter and oat extract 90% natural Dermatologist tested Paraben-free 1.5 fl oz ",5.09,5.09,Generic,Bath & Body,Personal Care,Hand Lotions & Creams,1472
48,Tucker Murphy Pet Linneman Scratching Post,Features: -Material: Fleece. -A spring loaded interactive pom cat toy particle board and fabric construction. Frame Material: -Fleece. Dimensions: Overall Product Weight: -3 lbs. Size 31.25&quot; H x 16&quot; W x 16&quot; D - Overall Height - Top to Bottom: -31.25&quot;. Size 31.25&quot; H x 16&quot; W x 16&quot; D - Overall Width - Side to Side: -16&quot;. Size 31.25&quot; H x 16&quot; W x 16&quot; D - Overall Depth - Front to Back: -16&quot;. Size 37.25&quot; H x 16&quot; W x 16&quot; D - Overall Height - Top to Bottom: -32.75&quot;. Size 37.25&quot; H x 16&quot; W x 16&quot; D - Overall Width - Side to Side: -16&quot;. Size 37.25&quot; H x 16&quot; W x 16&quot; D - Overall Depth - Front to Back: -16&quot;. Size 41.25&quot; H x 16&quot; W x 16&quot; D - Overall Height - Top to Bottom: -41.25&quot;. Size 41.25&quot; H x 16&quot; W x 16&quot; D - Overall Width - Side to Side: -16&quot;. Size 41.25&quot; H x 16&quot; W x 16&quot; D - Overall Depth - Front to Back: -16&quot;.|TKMP2587 Features Material: Fleece A spring loaded interactive pom cat toy particle board and fabric construction Frame Material: Fleece Dimensions Overall Product Weight: 3 lbs Size 31.25&quot; H x 16&quot; W x 16&quot; D Overall Height - Top to Bottom: 31.25&quot; Overall Width - Side to Side: 16&quot; Overall Depth - Front to Back: 16&quot; Size 37.25&quot; H x 16&quot; W x 16&quot; D Overall Height - Top to Bottom: 32.75&quot; Overall Width - Side to Side: 16&quot; Overall Depth - Front to Back: 16&quot; Size 41.25&quot; H x 16&quot; W x 16&quot; D Overall Height - Top to Bottom: 41.25&quot; Overall Width - Side to Side: 16&quot; Overall Depth - Front to Back: 16&quot; ,34.99,34.99,Tucker Murphy Pet,Cats,Pets,Cat Scratching Posts,3428
49,Replacement for VIQUA SC1 replacement light bulb lamp, Watts: 10 Manufacturer: CHOSEN SUPPLIES |Replacement for VIQUA SC1 replacement light bulb lamp,111.02,111.02,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,5230
50,Replacement for LIGHT BULB / LAMP 50249-BOP, Manufacturer: CHOSEN SUPPLIES |Replacement for LIGHT BULB / LAMP 50249-BOP,111.65,111.65,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,5669
51,Chergui Eau De Parfum Spray-50ml/1.69oz,"|An oriental spicy fragrance for unisex Inspired by a dry &amp; hot wind in Morocco Splendid, seductive &amp; passionate Contains notes of honey, musk, incense &amp; tobacco leaf Infused with hay sugar, amber, iris, rose &amp; sandalwood Ideal for all occasions",113.93,113.93,Serge Lutens,Fragrances,Beauty,All Fragrances,6716
52,FLA Therall Heat Retaining Back Support - X-Large,"The Therall Heat Retaining Back Support is constructed with four-way stretch material for light compression. Material has ceramic fibers that retain heat and slowly reflecting it back into the joint and surrounding tissues. The result is therapeutic heat penetrated deep into the aching joint, muscles and surrounding tissues to provide long-lasting, soothing relief. Support promotes healing by increasing circulation around the tender joint and improves joint mobility to allow for faster return to daily activities. Can be used with Therall Body Warmer Patch (sold separately) for over 12 hours of soothing heat therapy.| Material has ceramic fibers that retain heat Can be used with Therall Body Warmer Patch Constructed with four-way stretch material ",40.9,40.9,FLA Orthopedics,Medicine Cabinet,Health,Braces & Supports,2542
53,"Regency 5-Piece 36"" Square Table with Black Post Legs with 4 Stackable Chairs","Whether you're planning a lounge, cafe, library, breakroom or restaurant, let the Cain Collection take you there. These versatile tables are at home in stylish cafe or coffee shop settings as well as lunch rooms. This set includes one 30-inch square Cain table and four Burgundy &quot;M&quot; Stack Chairs. The table is constructed of a thermal fused melamine Maple laminate tabletop that is 1-inch thick and finished with a black T-Mold edge band. Rounded corners make the table safer for everyone. Laminates are scratch, stain and scald resistant and wipe clean easily. The stylish X-Base is constructed of a tubular steel post and solid steel X-Base. Hidden adjustable glides keep the tabletop level and are easy to adjust. The sturdy, lightweight &quot;M&quot; stack chair by Regency offers durability, style and value. Its black metal frame and contoured plastic seat and back are strong and easy to clean. This versatile stack chair easily stores away in stacks of 12 and features a built in handle for easy mobility. All Regency chairs are backed by a 5-year limited manufacturer's warranty on chair bases and frames and a 2-year limited manufacturer's warranty on chair mechanisms and upholstery. Cain tables are backed by a 10-Year Limited Manufacturer's Warranty.|Cain 30&quot; Square Breakroom Table- Maple &amp; 4 'M' Stack Chairs- Burgundy",258,258,Regency Products,Breakroom Supplies,Walmart for Business,Breakroom Furniture,8316
54,VERA WANG Sunglasses MIELA Crystal 53MM,"VERA WANG Sunglasses MIELA Crystal 53MM|Brand new authentic VERA WANG Sunglasses in color Crystal. This Sunglasses frame size is 53-20-140. This model is a, Female frame and comes with everything you would receive if you purchased it at a local retail store. Shop with confidence.",234,234,Vera Wang,Vision Centers,Health,Frames,9648
55,Seroyal USA - Muco coccinum 10t,"|Unda - Muco Coccinum 10 tabsProduct overview:Plex Remedies are condition-specific homeopathic specialties prepared in low dilutions and are recommended for acute and chronic ailments. The product range helps support: the digestive, hormonal, immune, musculoskeletal, nervous, respiratory, skin, oral and vascular systems.Established over half a century ago in Belgium, UNDA is renowned for manufacturing exceptional homeopathic products utilized in supporting immune, lymphatic and endocrine systems. In the production of all homeopathic remedies UNDA uses only pure materials and herbs that are biodynamically grown or wildcrafted. UNDA produces a broad range of homeopathic products in various potencies including: the unique Numbered Compounds, Gemmotherapy macerates, Schessler Tissue Salts, Gammadyn Oligo-Elements, Organotherapy, Plexes, creams and oils, as well as homeopathic compatible dental care.",32.32,32.32,Unda,Vitamins & Supplements,Health,Herbals,1603
56,Snippets Card & Envelope 4.25x5.5 3pc Natural Parch,"Paper Accents&reg; Card &amp; Envelope's are acid free, lignin free, buffered, and archival quality. The cards and envelopes are heavy cardstock. Decorate with rubber stamps, rub-ons, stickers and much more. What could be more fun then decorating and personalizing your cards and envelopes! 4.25&quot;x 5.5&quot; Snippets Natural Parchment 3pc- Includes 3 cards and 3 matching envelopes.|Snippets Card &amp; Envelope 4.25x5.5 3pc Natural Parch",7.77,7.77,Paper Accents,Paper,Office,All Paper & Printable Media,6742
57,"Munchkin See, Shave and Squirt Mirror Set Bath Toy - NEW","|Munchkin See, Shave and Squirt Mirror Set Bath Toy - NEW",12.97,12.97,Munchkin,Baby & Toddler Toys,Baby,Baby Toys,3117
58,Replacement for GE GENERAL ELECTRIC G.E Q1500T4/4CL-120V replacement light bulb lamp, Volts: 120 Watts: 1500 Amps: 12.500 Bulb Shape: T4 Color: 3200 Manufacturer: CHOSEN SUPPLIES |Replacement for GE GENERAL ELECTRIC G.E Q1500T4/4CL-120V replacement light bulb lamp,45.28,45.28,CHOSEN SUPPLIES,Light Bulbs,Household Essentials,All Light Bulbs,4889
59,KENSIE Eyeglasses CHARM Teal 47MM,"KENSIE Eyeglasses CHARM Teal 47MM|Brand new authentic KENSIE Eyeglasses in color Teal. This Eyeglasses frame size is 47-16-130. This model is a, Female frame and comes with everything you would receive if you purchased it at a local retail store. Shop with confidence.",83,83,Kensie,Vision Centers,Health,Frames,6171
60,"Earth Friendly Lavender Opti-Strength Concentrated Laundry Detergent, 25 Oz (Pack of 6)","Earth Friendly Lavender Opti-Strength Concentrated Laundry Detergent, 25 Oz (Pack of 6)|50 HE loads; 25 Standard. Free of synthetic perfumes, dyes &amp; optical brighteners. Plant-based ingredients. Formaldehyde free. Petrochemical free. pH balanced. Baby Ecos Laundry Detergent is a pH balanced everyday laundry detergent that is gentle for baby's sensitive skin. Rinses thoroughly, leaving baby's laundry clean and soft. Give your family the silky comfort and softness of the Hundred Acre Wood. Each time you and your little one catch the delicate scent of lavender and chamomile, it's as if the Hundred Acre Wood has sent you a gift of delight to go with you wherever you go together. Due to the fact that natural ingredients are used, color and body may vary. Free of perfumes, dyes and optical brighteners. Phosphate, formaldehyde and petrochemical free. Hypoallergenic. Safe in all temperatures. Kind to sensitive skin. Balanced pH. Plant-based, non-polluting ingredients. Low-Sudsing: Excellent high efficiency performance. Septic safe - greywater safe. Biodegradable. Not tested on animals. No animal ingredients. ecosbaby.com. ecos.com. Recyclable bottle and cap. Made in the USA.",,,Earth Friendly Products,Laundry Room,Household Essentials,Laundry Detergents,2858
61,Fancyleo Christmas Glasses Frames 2 Pack Glittered Eyeglasses Glasses Set No Lens Kids Family Xmas Party Ornaments Gift,"Characteristics: SOLUTION -- Creativity is what you are missing in life? So why do not you try our Holiday accessories to make everything more colorful? APPLICATION -- A highly productive, supportive, life-enhancing product. HIGH QUALITY -- Made from the best quality materials, safe forhuman's health, and friendly environment. Therefore, you will not have to worry about the risks involved in using Holiday accessories. WONDERFUL DECORATION -- Santa eyeglasses bring happy Christmas atmosphere and give you lovely and attractive look ENJOY CHRISTMAS ATMOSPHERE -- Wear the santa glasses and enjoy happy festival atmosphere of Christmas. Perfect gift for your kids, friends and family NOTE -- Please allow 1-2mm differs due to manual measurement, thanks. Due to lighting effects, monitor's brightness , contrast settings etc, there could be some slight differences in the color tone of the pictures and the actual item.Material: Made of non-woven fabrics and PVC plastic, lightweight and comfortable to wearLovely patterns: Randomly sent in different stylesSize: 14*14cm/5.5*5.5inProducts include: 2 Glasses Frame Prop|Fancyleo Christmas Glasses Frames 2 Pack Glittered Eyeglasses Glasses Set No Lens Kids Family Xmas Party Ornaments Gift",5.89,5.89,Fancyleo,Vision Centers,Health,Frames,6298
